what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1340033205085
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1340033205086
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1340033205087
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1340033205087
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1340033205087
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1340033205100
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1340033205102
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1340033205102
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1340033205115
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1340033205117
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1340033205122
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1340033205131
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1340033205140
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1340033205140
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1340033205141
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1340033205142
started,bundle,org.eclipse.linuxtools.systemtap.ui.dashboardextension,0.3.0.201202152032,"org.eclipse.linuxtools.systemtap.ui.dashboardextension",1340033205142
started,bundle,org.eclipse.linuxtools.systemtap.ui.editor,0.3.0.201202152032,"org.eclipse.linuxtools.systemtap.ui.editor",1340033205143
started,bundle,org.eclipse.linuxtools.systemtap.ui.graphicalrun,0.3.0.201202152032,"org.eclipse.linuxtools.systemtap.ui.graphicalrun",1340033205151
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1340033205152
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1340033205159
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1340033205160
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1340033205160
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1340033205161
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1340033205161
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1340033205169
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1340033205170
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1340033205171
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1340033205172
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1340033205177
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1340033205178
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1340033205187
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1340033205190
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1340033205195
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1340033205205
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1340033205212
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1340033205215
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1340033205227
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1340033205227
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1340033205229
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1340033205231
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1340033205238
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1340033205248
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1340033205249
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1340033205258
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1340033205267
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1340033205279
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1340033205288
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1340033205290
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340033205291
os,sysinfo,,,"linux",1340033205296
arch,sysinfo,,,"x86_64",1340033205296
ws,sysinfo,,,"gtk",1340033205296
locale,sysinfo,,,"en_US",1340033205296
processors,sysinfo,,,"4",1340033205296
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1340033205296
java.runtime.version,sysinfo,,,"1.6.0_24-b24",1340033205296
java.specification.name,sysinfo,,,"Java Platform API Specification",1340033205296
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340033205296
java.specification.version,sysinfo,,,"1.6",1340033205296
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1340033205296
java.version,sysinfo,,,"1.6.0_24",1340033205296
java.vm.info,sysinfo,,,"mixed mode",1340033205296
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1340033205296
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340033205296
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340033205296
java.vm.specification.version,sysinfo,,,"1.0",1340033205296
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1340033205296
java.vm.version,sysinfo,,,"20.0-b12",1340033205296
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1340033207772
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1340033209458
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1340033209677
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1340033209701
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1340033209733
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1340033209918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033210127
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1340033232785
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340033233882
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340033233963
started,bundle,org.eclipse.linuxtools.tmf.core,0.4.0.201202152032,"org.eclipse.linuxtools.tmf.core",1340033234233
started,bundle,org.eclipse.linuxtools.tmf.ui,0.4.0.201202152032,"org.eclipse.linuxtools.tmf.ui",1340033234240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033234742
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1340033234843
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1340033234956
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1340033235037
started,bundle,org.eclipse.linuxtools.profiling.launch,0.9.0.201202152032,"org.eclipse.linuxtools.profiling.launch",1340033237172
started,bundle,org.eclipse.linuxtools.callgraph.launch,0.9.0.201202152032,"org.eclipse.linuxtools.callgraph.launch",1340033237173
started,bundle,org.eclipse.linuxtools.oprofile.launch,0.3.1.201202152032,"org.eclipse.linuxtools.oprofile.launch",1340033237178
started,bundle,org.eclipse.linuxtools.valgrind.core,0.9.0.201202152032,"org.eclipse.linuxtools.valgrind.core",1340033237186
started,bundle,org.eclipse.linuxtools.valgrind.launch,0.9.0.201202152032,"org.eclipse.linuxtools.valgrind.launch",1340033237187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033237929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033238095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033238111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033239973
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340033241615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033242025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033242631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033244915
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1340033245057
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1340033245093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033245133
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1340033245207
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1340033245915
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1340033245919
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1340033245937
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1340033248477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340033248829
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340033250963
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340033255112
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.rename.element",1340033259888
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.rename.element",1340033263965
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340033267120
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1340033268071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033282468
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1340033285412
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1340033285552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1340033285552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033285575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033287622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033288639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033296642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033297582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033300274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033301602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033312124
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340033316595
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1340033316652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1340033316652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033316682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033322322
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340033327788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033327805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033330456
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1340033333385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1340033333385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033333405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033344044
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340033346842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340033346842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033346857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033353789
error,log,,,"Internal Error",1340033359419
error,log,,,"Problems encountered while moving resources.",1340033359420
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1340033369696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1340033369696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033369733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033375737
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1340033377200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033377244
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.1.0.201202152032,"org.eclipse.linuxtools.cdt.libhover",1340033378596
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340033389357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033389723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033390766
error,log,,,"The program file specified in the launch configuration does not exist",1340033397661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033397771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033403755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033408575
error,log,,,"Internal Error",1340033413164
error,log,,,"Problems encountered while moving resources.",1340033413165
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1340033414696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1340033414696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033414733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033419728
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1340033424429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1340033424429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033424446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033437795
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1340033439752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340033439752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033439777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033446952
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340033496477
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340033496536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033496832
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340033498372
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340033501584
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340033501609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033503154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033503317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033503350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033504749
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340033505451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033505841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033506452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033508451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033508540
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340033511023
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1340033512011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340033512327
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.rename.element",1340033521669
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340033524383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033530365
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1340033536905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1340033536905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033536917
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1340033540022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033540379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033540814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033572502
error,log,,,"Unhandled event loop exception",1340033588359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1340033625728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033625743
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340033630866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033635477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033674664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033680164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340033687592
